Participant #,Time,Group,Survey,Response,Question
1,Post,Experimental,AKS,1,18
1,Post,Experimental,AKS,4,19
1,Post,Experimental,AKS,5,20
1,Post,Experimental,AKS,5,21
1,Post,Experimental,FES,5,1
1,Post,Experimental,FES,5,2
1,Post,Experimental,FES,5,3
1,Post,Experimental,FES,4,4
1,Post,Experimental,FES,5,5
1,Post,Experimental,FES,5,6
1,Post,Experimental,FES,4,7
1,Post,Experimental,FES,5,8
1,Post,Experimental,FES,5,9
1,Post,Experimental,FES,4,10
1,Post,Experimental,FES,5,11
1,Post,Experimental,FES,5,12
1,Post,Experimental,FES,5,13
1,Post,Experimental,FES,5,14
1,Post,Experimental,FES,5,15
1,Post,Experimental,FES,5,16
1,Post,Experimental,FES,5,17
1,Post,Experimental,FES,5,18
1,Post,Experimental,FES,5,19
1,Post,Experimental,FES,5,20
1,Post,Experimental,FES,4,21
1,Post,Experimental,FES,3,22
1,Post,Experimental,FES,5,23
1,Post,Experimental,FES,4,24
1,Post,Experimental,FES,5,25
1,Post,Experimental,FES,5,26
1,Post,Experimental,FES,5,27
1,Post,Experimental,FES,5,28
1,Post,Experimental,FES,5,29
1,Post,Experimental,FES,5,30
1,Post,Experimental,FES,5,31
1,Post,Experimental,FES,5,32
1,Post,Experimental,FES,5,33
1,Post,Experimental,FES,5,34
1,Post,Experimental,SCS,5,1
1,Post,Experimental,SCS,5,2
1,Post,Experimental,SCS,5,3
1,Post,Experimental,SCS,4,4
1,Post,Experimental,SCS,5,5
1,Post,Experimental,SCS,4,6
1,Post,Experimental,SCS,5,7
1,Post,Experimental,FPPS,5,1
1,Post,Experimental,FPPS,5,2
1,Post,Experimental,FPPS,5,3
1,Post,Experimental,FPPS,5,4
1,Post,Experimental,FPPS,5,5
1,Post,Experimental,FPPS,5,6
1,Post,Experimental,FPPS,5,7
1,Post,Experimental,FPPS,5,8
1,Post,Experimental,FPPS,5,9
1,Post,Experimental,FPPS,5,10
1,Post,Experimental,FPPS,5,11
1,Post,Experimental,FPPS,5,12
1,Post,Experimental,FPPS,5,13
1,Post,Experimental,FPPS,5,14
1,Post,Experimental,FPPS,5,15
1,Post,Experimental,FPPS,5,16
1,Post,Experimental,FPPS,5,17
1,Post,Experimental,FPPS,5,18
1,Post,Experimental,SEAS,5,1
1,Post,Experimental,SEAS,4,2
1,Post,Experimental,SEAS,5,3
1,Post,Experimental,SEAS,5,4
1,Post,Experimental,SEAS,5,5
1,Post,Experimental,SEAS,5,6
1,Post,Experimental,SEAS,5,7
1,Post,Experimental,SEAS,5,8
1,Post,Experimental,SEAS,5,9
1,Post,Experimental,SEAS,5,10
2,Post,Experimental,FACES,4,1
2,Post,Experimental,FACES,4,2
2,Post,Experimental,FACES,5,3
2,Post,Experimental,FACES,4,4
2,Post,Experimental,FACES,4,5
2,Post,Experimental,FACES,4,6
2,Post,Experimental,FACES,4,7
2,Post,Experimental,AKS,5,1
2,Post,Experimental,AKS,1,2
2,Post,Experimental,AKS,1,3
2,Post,Experimental,AKS,5,4
2,Post,Experimental,AKS,1,5
2,Post,Experimental,AKS,4,6
2,Post,Experimental,AKS,1,7
2,Post,Experimental,AKS,5,8
2,Post,Experimental,AKS,1,9
2,Post,Experimental,AKS,1,10
2,Post,Experimental,AKS,1,11
2,Post,Experimental,AKS,5,12
2,Post,Experimental,AKS,5,13
2,Post,Experimental,AKS,1,14
2,Post,Experimental,AKS,4,15
2,Post,Experimental,AKS,1,16
2,Post,Experimental,AKS,5,17
2,Post,Experimental,AKS,1,18
2,Post,Experimental,AKS,5,19
2,Post,Experimental,AKS,5,20
2,Post,Experimental,AKS,5,21
2,Post,Experimental,FES,5,1
2,Post,Experimental,FES,3,2
2,Post,Experimental,FES,4,3
2,Post,Experimental,FES,5,4
2,Post,Experimental,FES,5,5
2,Post,Experimental,FES,4,6
2,Post,Experimental,FES,4,7
2,Post,Experimental,FES,3,8
2,Post,Experimental,FES,4,9
2,Post,Experimental,FES,4,10
2,Post,Experimental,FES,4,11
2,Post,Experimental,FES,5,12
2,Post,Experimental,FES,5,13
2,Post,Experimental,FES,5,14
2,Post,Experimental,FES,3,15
2,Post,Experimental,FES,5,16
2,Post,Experimental,FES,5,17
2,Post,Experimental,FES,5,18
2,Post,Experimental,FES,5,19
2,Post,Experimental,FES,5,20
2,Post,Experimental,FES,5,21
2,Post,Experimental,FES,3,22
2,Post,Experimental,FES,4,23
2,Post,Experimental,FES,5,24
2,Post,Experimental,FES,5,25
2,Post,Experimental,FES,5,26
2,Post,Experimental,FES,5,27
2,Post,Experimental,FES,5,28
2,Post,Experimental,FES,5,29
2,Post,Experimental,FES,5,30
2,Post,Experimental,FES,5,31
2,Post,Experimental,FES,5,32
2,Post,Experimental,FES,5,33
2,Post,Experimental,FES,5,34
2,Post,Experimental,SCS,5,1
2,Post,Experimental,SCS,5,2
2,Post,Experimental,SCS,5,3
2,Post,Experimental,SCS,5,4
2,Post,Experimental,SCS,5,5
2,Post,Experimental,SCS,3,6
2,Post,Experimental,SCS,5,7
2,Post,Experimental,FPPS,5,1
2,Post,Experimental,FPPS,4,2
2,Post,Experimental,FPPS,3,3
2,Post,Experimental,FPPS,4,4
2,Post,Experimental,FPPS,5,5
2,Post,Experimental,FPPS,4,6
2,Post,Experimental,FPPS,5,7
2,Post,Experimental,FPPS,5,8
2,Post,Experimental,FPPS,5,9
2,Post,Experimental,FPPS,5,10
2,Post,Experimental,FPPS,5,11
2,Post,Experimental,FPPS,5,12
2,Post,Experimental,FPPS,5,13
2,Post,Experimental,FPPS,5,14
2,Post,Experimental,FPPS,5,15
2,Post,Experimental,FPPS,5,16
2,Post,Experimental,FPPS,5,17
2,Post,Experimental,FPPS,5,18
2,Post,Experimental,SEAS,4,1
2,Post,Experimental,SEAS,4,2
2,Post,Experimental,SEAS,4,3
2,Post,Experimental,SEAS,4,4
2,Post,Experimental,SEAS,4,5
2,Post,Experimental,SEAS,4,6
2,Post,Experimental,SEAS,4,7
2,Post,Experimental,SEAS,4,8
2,Post,Experimental,SEAS,4,9
2,Post,Experimental,SEAS,4,10
3,Post,Experimental,FACES,5,1
3,Post,Experimental,FACES,5,2
3,Post,Experimental,FACES,5,3
3,Post,Experimental,FACES,5,4
3,Post,Experimental,FACES,5,5
3,Post,Experimental,FACES,5,6
3,Post,Experimental,FACES,5,7
3,Post,Experimental,AKS,5,1
3,Post,Experimental,AKS,1,2
3,Post,Experimental,AKS,1,3
3,Post,Experimental,AKS,5,4
3,Post,Experimental,AKS,1,5
3,Post,Experimental,AKS,5,6
3,Post,Experimental,AKS,3,7
3,Post,Experimental,AKS,5,8
3,Post,Experimental,AKS,1,9
3,Post,Experimental,AKS,1,10
3,Post,Experimental,AKS,1,11
3,Post,Experimental,AKS,5,12
3,Post,Experimental,AKS,2,13
3,Post,Experimental,AKS,1,14
3,Post,Experimental,AKS,4,15
3,Post,Experimental,AKS,1,16
3,Post,Experimental,AKS,4,17
3,Post,Experimental,AKS,1,18
3,Post,Experimental,AKS,4,19
3,Post,Experimental,AKS,2,20
3,Post,Experimental,AKS,4,21
3,Post,Experimental,FES,5,1
3,Post,Experimental,FES,5,2
3,Post,Experimental,FES,5,3
3,Post,Experimental,FES,4,4
3,Post,Experimental,FES,5,5
3,Post,Experimental,FES,5,6
3,Post,Experimental,FES,5,7
3,Post,Experimental,FES,1,8
3,Post,Experimental,FES,4,9
3,Post,Experimental,FES,5,10
3,Post,Experimental,FES,5,11
3,Post,Experimental,FES,5,12
3,Post,Experimental,FES,5,13
3,Post,Experimental,FES,4,14
3,Post,Experimental,FES,2,15
3,Post,Experimental,FES,5,16
3,Post,Experimental,FES,5,17
3,Post,Experimental,FES,5,18
3,Post,Experimental,FES,5,19
3,Post,Experimental,FES,5,20
3,Post,Experimental,FES,5,21
3,Post,Experimental,FES,5,22
3,Post,Experimental,FES,3,23
3,Post,Experimental,FES,5,24
3,Post,Experimental,FES,5,25
3,Post,Experimental,FES,5,26
3,Post,Experimental,FES,5,27
3,Post,Experimental,FES,5,28
3,Post,Experimental,FES,5,29
3,Post,Experimental,FES,5,30
3,Post,Experimental,FES,5,31
3,Post,Experimental,FES,5,32
3,Post,Experimental,FES,4,33
3,Post,Experimental,FES,5,34
3,Post,Experimental,SCS,3,1
3,Post,Experimental,SCS,5,2
3,Post,Experimental,SCS,5,3
3,Post,Experimental,SCS,4,4
3,Post,Experimental,SCS,5,5
3,Post,Experimental,SCS,2,6
3,Post,Experimental,SCS,5,7
3,Post,Experimental,FPPS,4,1
3,Post,Experimental,FPPS,5,2
3,Post,Experimental,FPPS,4,3
3,Post,Experimental,FPPS,4,4
3,Post,Experimental,FPPS,5,5
3,Post,Experimental,FPPS,5,6
3,Post,Experimental,FPPS,5,7
3,Post,Experimental,FPPS,5,8
3,Post,Experimental,FPPS,5,9
3,Post,Experimental,FPPS,5,10
3,Post,Experimental,FPPS,5,11
3,Post,Experimental,FPPS,5,12
3,Post,Experimental,FPPS,5,13
3,Post,Experimental,FPPS,5,14
3,Post,Experimental,FPPS,5,15
3,Post,Experimental,FPPS,5,16
3,Post,Experimental,FPPS,5,17
3,Post,Experimental,FPPS,5,18
3,Post,Experimental,SEAS,4,1
3,Post,Experimental,SEAS,4,2
3,Post,Experimental,SEAS,4,3
3,Post,Experimental,SEAS,4,4
3,Post,Experimental,SEAS,5,5
3,Post,Experimental,SEAS,5,6
3,Post,Experimental,SEAS,3,7
3,Post,Experimental,SEAS,5,8
3,Post,Experimental,SEAS,5,9
3,Post,Experimental,SEAS,4,10
4,Post,Experimental,FACES,4,1
4,Post,Experimental,FACES,1,2
4,Post,Experimental,FACES,1,3
4,Post,Experimental,FACES,1,4
4,Post,Experimental,FACES,1,5
4,Post,Experimental,FACES,2,6
4,Post,Experimental,FACES,1,7
4,Post,Experimental,AKS,1,1
4,Post,Experimental,AKS,1,2
4,Post,Experimental,AKS,1,3
4,Post,Experimental,AKS,5,4
4,Post,Experimental,AKS,1,5
4,Post,Experimental,AKS,5,6
4,Post,Experimental,AKS,1,7
4,Post,Experimental,AKS,5,8
4,Post,Experimental,AKS,1,9
4,Post,Experimental,AKS,1,10
4,Post,Experimental,AKS,1,11
4,Post,Experimental,AKS,2,12
4,Post,Experimental,AKS,4,13
4,Post,Experimental,AKS,3,14
4,Post,Experimental,AKS,1,15
4,Post,Experimental,AKS,1,16
4,Post,Experimental,AKS,1,17
4,Post,Experimental,AKS,1,18
4,Post,Experimental,AKS,1,19
4,Post,Experimental,AKS,5,20
4,Post,Experimental,AKS,2,21
4,Post,Experimental,FES,4,1
4,Post,Experimental,FES,5,2
4,Post,Experimental,FES,5,3
4,Post,Experimental,FES,5,4
4,Post,Experimental,FES,5,5
4,Post,Experimental,FES,5,6
4,Post,Experimental,FES,4,7
4,Post,Experimental,FES,5,8
4,Post,Experimental,FES,4,9
4,Post,Experimental,FES,5,10
4,Post,Experimental,FES,5,11
4,Post,Experimental,FES,5,12
4,Post,Experimental,FES,5,13
4,Post,Experimental,FES,4,14
4,Post,Experimental,FES,4,15
4,Post,Experimental,FES,5,16
4,Post,Experimental,FES,2,17
4,Post,Experimental,FES,5,18
4,Post,Experimental,FES,5,19
4,Post,Experimental,FES,5,20
4,Post,Experimental,FES,3,21
4,Post,Experimental,FES,3,22
4,Post,Experimental,FES,5,23
4,Post,Experimental,FES,5,24
4,Post,Experimental,FES,5,25
4,Post,Experimental,FES,5,26
4,Post,Experimental,FES,5,27
4,Post,Experimental,FES,5,28
4,Post,Experimental,FES,5,29
4,Post,Experimental,FES,5,30
4,Post,Experimental,FES,4,31
4,Post,Experimental,FES,5,32
4,Post,Experimental,FES,5,33
4,Post,Experimental,FES,5,34
4,Post,Experimental,SCS,5,1
4,Post,Experimental,SCS,5,2
4,Post,Experimental,SCS,5,3
4,Post,Experimental,SCS,5,4
4,Post,Experimental,SCS,5,5
4,Post,Experimental,SCS,4,6
4,Post,Experimental,SCS,5,7
4,Post,Experimental,FPPS,5,1
4,Post,Experimental,FPPS,5,2
4,Post,Experimental,FPPS,5,3
4,Post,Experimental,FPPS,4,4
4,Post,Experimental,FPPS,5,5
4,Post,Experimental,FPPS,5,6
4,Post,Experimental,FPPS,5,7
4,Post,Experimental,FPPS,5,8
4,Post,Experimental,FPPS,5,9
4,Post,Experimental,FPPS,5,10
4,Post,Experimental,FPPS,4,11
4,Post,Experimental,FPPS,5,12
4,Post,Experimental,FPPS,5,13
4,Post,Experimental,FPPS,5,14
4,Post,Experimental,FPPS,5,15
4,Post,Experimental,FPPS,5,16
4,Post,Experimental,FPPS,4,17
4,Post,Experimental,FPPS,5,18
4,Post,Experimental,SEAS,4,1
4,Post,Experimental,SEAS,4,2
4,Post,Experimental,SEAS,5,3
4,Post,Experimental,SEAS,5,4
4,Post,Experimental,SEAS,5,5
4,Post,Experimental,SEAS,5,6
4,Post,Experimental,SEAS,5,7
4,Post,Experimental,SEAS,5,8
4,Post,Experimental,SEAS,5,9
4,Post,Experimental,SEAS,5,10
5,Post,Experimental,FACES,4,1
5,Post,Experimental,FACES,4,2
5,Post,Experimental,FACES,4,3
5,Post,Experimental,FACES,4,4
5,Post,Experimental,FACES,4,5
5,Post,Experimental,FACES,4,6
5,Post,Experimental,FACES,4,7
5,Post,Experimental,AKS,4,1
5,Post,Experimental,AKS,2,2
5,Post,Experimental,AKS,1,3
5,Post,Experimental,AKS,5,4
5,Post,Experimental,AKS,1,5
5,Post,Experimental,AKS,4,6
5,Post,Experimental,AKS,1,7
5,Post,Experimental,AKS,5,8
5,Post,Experimental,AKS,1,9
5,Post,Experimental,AKS,1,10
5,Post,Experimental,AKS,1,11
5,Post,Experimental,AKS,4,12
5,Post,Experimental,AKS,5,13
5,Post,Experimental,AKS,1,14
5,Post,Experimental,AKS,1,15
5,Post,Experimental,AKS,3,16
5,Post,Experimental,AKS,4,17
5,Post,Experimental,AKS,1,18
5,Post,Experimental,AKS,2,19
5,Post,Experimental,AKS,3,20
5,Post,Experimental,AKS,2,21
5,Post,Experimental,FES,5,1
5,Post,Experimental,FES,4,2
5,Post,Experimental,FES,4,3
5,Post,Experimental,FES,4,4
5,Post,Experimental,FES,4,5
5,Post,Experimental,FES,4,6
5,Post,Experimental,FES,4,7
5,Post,Experimental,FES,3,8
5,Post,Experimental,FES,3,9
5,Post,Experimental,FES,4,10
5,Post,Experimental,FES,5,11
5,Post,Experimental,FES,5,12
5,Post,Experimental,FES,5,13
5,Post,Experimental,FES,4,14
5,Post,Experimental,FES,4,15
5,Post,Experimental,FES,4,16
5,Post,Experimental,FES,4,17
5,Post,Experimental,FES,4,18
5,Post,Experimental,FES,4,19
5,Post,Experimental,FES,3,20
5,Post,Experimental,FES,3,21
5,Post,Experimental,FES,3,22
5,Post,Experimental,FES,3,23
5,Post,Experimental,FES,3,24
5,Post,Experimental,FES,3,25
5,Post,Experimental,FES,3,26
5,Post,Experimental,FES,5,27
5,Post,Experimental,FES,5,28
5,Post,Experimental,FES,5,29
5,Post,Experimental,FES,4,30
5,Post,Experimental,FES,4,31
5,Post,Experimental,FES,3,32
5,Post,Experimental,FES,3,33
5,Post,Experimental,FES,4,34
5,Post,Experimental,SCS,3,1
5,Post,Experimental,SCS,3,2
5,Post,Experimental,SCS,3,3
5,Post,Experimental,SCS,3,4
5,Post,Experimental,SCS,4,5
5,Post,Experimental,SCS,4,6
5,Post,Experimental,SCS,4,7
5,Post,Experimental,FPPS,4,1
5,Post,Experimental,FPPS,5,2
5,Post,Experimental,FPPS,4,3
5,Post,Experimental,FPPS,4,4
5,Post,Experimental,FPPS,4,5
5,Post,Experimental,FPPS,4,6
5,Post,Experimental,FPPS,4,7
5,Post,Experimental,FPPS,4,8
5,Post,Experimental,FPPS,4,9
5,Post,Experimental,FPPS,4,10
5,Post,Experimental,FPPS,4,11
5,Post,Experimental,FPPS,4,12
5,Post,Experimental,FPPS,4,13
5,Post,Experimental,FPPS,4,14
5,Post,Experimental,FPPS,4,15
5,Post,Experimental,FPPS,4,16
5,Post,Experimental,FPPS,4,17
5,Post,Experimental,FPPS,4,18
5,Post,Experimental,SEAS,4,1
5,Post,Experimental,SEAS,4,2
5,Post,Experimental,SEAS,4,3
5,Post,Experimental,SEAS,4,4
5,Post,Experimental,SEAS,4,5
5,Post,Experimental,SEAS,4,6
5,Post,Experimental,SEAS,4,7
5,Post,Experimental,SEAS,4,8
5,Post,Experimental,SEAS,4,9
5,Post,Experimental,SEAS,4,10
6,Post,Experimental,FACES,4,1
6,Post,Experimental,FACES,4,2
6,Post,Experimental,FACES,5,3
6,Post,Experimental,FACES,5,4
6,Post,Experimental,FACES,4,5
6,Post,Experimental,FACES,5,6
6,Post,Experimental,FACES,5,7
6,Post,Experimental,AKS,5,1
6,Post,Experimental,AKS,1,2
6,Post,Experimental,AKS,1,3
6,Post,Experimental,AKS,4,4
6,Post,Experimental,AKS,1,5
6,Post,Experimental,AKS,5,6
6,Post,Experimental,AKS,2,7
6,Post,Experimental,AKS,5,8
6,Post,Experimental,AKS,1,9
6,Post,Experimental,AKS,2,10
6,Post,Experimental,AKS,1,11
6,Post,Experimental,AKS,3,12
6,Post,Experimental,AKS,4,13
6,Post,Experimental,AKS,1,14
6,Post,Experimental,AKS,4,15
6,Post,Experimental,AKS,3,16
6,Post,Experimental,AKS,4,17
6,Post,Experimental,AKS,3,18
6,Post,Experimental,AKS,5,19
6,Post,Experimental,AKS,4,20
6,Post,Experimental,AKS,3,21
6,Post,Experimental,FES,5,1
6,Post,Experimental,FES,4,2
6,Post,Experimental,FES,5,3
6,Post,Experimental,FES,5,4
6,Post,Experimental,FES,4,5
6,Post,Experimental,FES,5,6
6,Post,Experimental,FES,4,7
6,Post,Experimental,FES,1,8
6,Post,Experimental,FES,4,9
6,Post,Experimental,FES,3,10
6,Post,Experimental,FES,4,11
6,Post,Experimental,FES,4,12
6,Post,Experimental,FES,3,13
6,Post,Experimental,FES,4,14
6,Post,Experimental,FES,4,15
6,Post,Experimental,FES,4,16
6,Post,Experimental,FES,5,17
6,Post,Experimental,FES,5,18
6,Post,Experimental,FES,5,19
6,Post,Experimental,FES,4,20
6,Post,Experimental,FES,4,21
6,Post,Experimental,FES,3,22
6,Post,Experimental,FES,4,23
6,Post,Experimental,FES,4,24
6,Post,Experimental,FES,5,25
6,Post,Experimental,FES,3,26
6,Post,Experimental,FES,5,27
6,Post,Experimental,FES,5,28
6,Post,Experimental,FES,5,29
6,Post,Experimental,FES,4,30
6,Post,Experimental,FES,5,31
6,Post,Experimental,FES,5,32
6,Post,Experimental,FES,4,33
6,Post,Experimental,FES,4,34
8,Post,Experimental,FACES,1,1
8,Post,Experimental,FACES,1,2
8,Post,Experimental,FACES,1,3
8,Post,Experimental,FACES,3,4
8,Post,Experimental,FACES,3,5
8,Post,Experimental,FACES,4,6
8,Post,Experimental,FACES,5,7
8,Post,Experimental,AKS,5,1
8,Post,Experimental,AKS,1,2
8,Post,Experimental,AKS,1,3
8,Post,Experimental,AKS,5,4
8,Post,Experimental,AKS,1,5
8,Post,Experimental,AKS,2,6
8,Post,Experimental,AKS,1,7
8,Post,Experimental,AKS,4.666666666666667,8
8,Post,Experimental,AKS,3,9
8,Post,Experimental,AKS,3,10
8,Post,Experimental,AKS,3,11
8,Post,Experimental,AKS,3,12
8,Post,Experimental,AKS,5,13
8,Post,Experimental,AKS,1,14
8,Post,Experimental,AKS,5,15
8,Post,Experimental,AKS,1,16
8,Post,Experimental,AKS,5,17
8,Post,Experimental,AKS,1,18
8,Post,Experimental,AKS,4,19
8,Post,Experimental,AKS,3,20
8,Post,Experimental,AKS,5,21
8,Post,Experimental,FES,4,1
8,Post,Experimental,FES,4,2
8,Post,Experimental,FES,5,3
8,Post,Experimental,FES,5,4
8,Post,Experimental,FES,5,5
8,Post,Experimental,FES,5,6
8,Post,Experimental,FES,5,7
8,Post,Experimental,FES,4,8
8,Post,Experimental,FES,4.222222222222222,9
8,Post,Experimental,FES,3,10
8,Post,Experimental,FES,5,11
8,Post,Experimental,FES,4,12
8,Post,Experimental,FES,5,13
8,Post,Experimental,FES,5,14
8,Post,Experimental,FES,4,15
8,Post,Experimental,FES,5,16
8,Post,Experimental,FES,5,17
8,Post,Experimental,FES,5,18
8,Post,Experimental,FES,5,19
8,Post,Experimental,FES,4,20
8,Post,Experimental,FES,4,21
8,Post,Experimental,FES,5,22
8,Post,Experimental,FES,5,23
8,Post,Experimental,FES,5,24
8,Post,Experimental,FES,5,25
8,Post,Experimental,FES,1,26
8,Post,Experimental,FES,5,27
8,Post,Experimental,FES,5,28
8,Post,Experimental,FES,5,29
8,Post,Experimental,FES,4,30
8,Post,Experimental,FES,4,31
8,Post,Experimental,FES,5,32
8,Post,Experimental,FES,5,33
8,Post,Experimental,FES,5,34
9,Post,Experimental,FACES,5,1
9,Post,Experimental,FACES,5,2
9,Post,Experimental,FACES,5,3
9,Post,Experimental,FACES,5,4
9,Post,Experimental,FACES,5,5
9,Post,Experimental,FACES,5,6
9,Post,Experimental,FACES,5,7
9,Post,Experimental,AKS,5,1
9,Post,Experimental,AKS,1,2
9,Post,Experimental,AKS,1,3
9,Post,Experimental,AKS,5,4
9,Post,Experimental,AKS,5,5
9,Post,Experimental,AKS,4,6
9,Post,Experimental,AKS,1,7
9,Post,Experimental,AKS,5,8
9,Post,Experimental,AKS,1,9
9,Post,Experimental,AKS,1,10
9,Post,Experimental,AKS,1,11
9,Post,Experimental,AKS,5,12
9,Post,Experimental,AKS,5,13
9,Post,Experimental,AKS,1,14
9,Post,Experimental,AKS,3,15
9,Post,Experimental,AKS,1,16
9,Post,Experimental,AKS,5,17
9,Post,Experimental,AKS,1,18
9,Post,Experimental,AKS,1,19
9,Post,Experimental,AKS,5,20
9,Post,Experimental,AKS,1,21
9,Post,Experimental,FES,5,1
9,Post,Experimental,FES,5,2
9,Post,Experimental,FES,5,3
9,Post,Experimental,FES,5,4
9,Post,Experimental,FES,4,5
9,Post,Experimental,FES,5,6
9,Post,Experimental,FES,5,7
9,Post,Experimental,FES,3,8
9,Post,Experimental,FES,5,9
9,Post,Experimental,FES,4,10
9,Post,Experimental,FES,5,11
9,Post,Experimental,FES,5,12
9,Post,Experimental,FES,5,13
9,Post,Experimental,FES,5,14
9,Post,Experimental,FES,5,15
9,Post,Experimental,FES,5,16
9,Post,Experimental,FES,5,17
9,Post,Experimental,FES,5,18
9,Post,Experimental,FES,5,19
9,Post,Experimental,FES,5,20
9,Post,Experimental,FES,5,21
9,Post,Experimental,FES,5,22
9,Post,Experimental,FES,4,23
9,Post,Experimental,FES,3,24
9,Post,Experimental,FES,4,25
9,Post,Experimental,FES,5,26
9,Post,Experimental,FES,5,27
9,Post,Experimental,FES,5,28
9,Post,Experimental,FES,5,29
9,Post,Experimental,FES,5,30
9,Post,Experimental,FES,5,31
9,Post,Experimental,FES,5,32
9,Post,Experimental,FES,5,33
9,Post,Experimental,FES,5,34
9,Post,Experimental,SCS,4,1
9,Post,Experimental,SCS,4,2
9,Post,Experimental,SCS,4,3
9,Post,Experimental,SCS,4,4
9,Post,Experimental,SCS,4,5
9,Post,Experimental,SCS,1,6
9,Post,Experimental,SCS,3,7
9,Post,Experimental,FPPS,5,1
9,Post,Experimental,FPPS,5,2
9,Post,Experimental,FPPS,5,3
9,Post,Experimental,FPPS,5,4
9,Post,Experimental,FPPS,5,5
9,Post,Experimental,FPPS,5,6
9,Post,Experimental,FPPS,5,7
9,Post,Experimental,FPPS,5,8
9,Post,Experimental,FPPS,5,9
9,Post,Experimental,FPPS,5,10
9,Post,Experimental,FPPS,5,11
9,Post,Experimental,FPPS,5,12
9,Post,Experimental,FPPS,5,13
9,Post,Experimental,FPPS,5,14
9,Post,Experimental,FPPS,5,15
9,Post,Experimental,FPPS,5,16
