Participant #,Time,Group,Survey,Response,Question
9,Post,Experimental,FPPS,5,17
9,Post,Experimental,FPPS,5,18
9,Post,Experimental,SEAS,4,1
9,Post,Experimental,SEAS,4,2
9,Post,Experimental,SEAS,5,3
9,Post,Experimental,SEAS,5,4
9,Post,Experimental,SEAS,5,5
9,Post,Experimental,SEAS,5,6
9,Post,Experimental,SEAS,5,7
9,Post,Experimental,SEAS,4,8
9,Post,Experimental,SEAS,5,9
9,Post,Experimental,SEAS,5,10
11,Post,Experimental,FACES,4,1
11,Post,Experimental,FACES,4,2
11,Post,Experimental,FACES,4,3
11,Post,Experimental,FACES,4,4
11,Post,Experimental,FACES,5,5
11,Post,Experimental,FACES,5,6
11,Post,Experimental,FACES,5,7
11,Post,Experimental,AKS,4,1
11,Post,Experimental,AKS,1,2
11,Post,Experimental,AKS,1,3
11,Post,Experimental,AKS,5,4
11,Post,Experimental,AKS,1,5
11,Post,Experimental,AKS,5,6
11,Post,Experimental,AKS,2,7
11,Post,Experimental,AKS,5,8
11,Post,Experimental,AKS,1,9
11,Post,Experimental,AKS,1,10
11,Post,Experimental,AKS,4,11
11,Post,Experimental,AKS,4,12
11,Post,Experimental,AKS,3,13
11,Post,Experimental,AKS,1,14
11,Post,Experimental,AKS,4,15
11,Post,Experimental,AKS,3,16
11,Post,Experimental,AKS,4,17
11,Post,Experimental,AKS,1,18
11,Post,Experimental,AKS,1,19
11,Post,Experimental,AKS,4,20
11,Post,Experimental,AKS,3,21
11,Post,Experimental,FES,5,1
11,Post,Experimental,FES,4,2
11,Post,Experimental,FES,5,3
11,Post,Experimental,FES,5,4
11,Post,Experimental,FES,3,5
11,Post,Experimental,FES,5,6
11,Post,Experimental,FES,4,7
11,Post,Experimental,FES,2,8
11,Post,Experimental,FES,4,9
11,Post,Experimental,FES,3,10
11,Post,Experimental,FES,3,11
11,Post,Experimental,FES,4,12
11,Post,Experimental,FES,4,13
11,Post,Experimental,FES,3,14
11,Post,Experimental,FES,3,15
11,Post,Experimental,FES,5,16
11,Post,Experimental,FES,5,17
11,Post,Experimental,FES,3,18
11,Post,Experimental,FES,5,19
11,Post,Experimental,FES,2,20
11,Post,Experimental,FES,3,21
11,Post,Experimental,FES,2,22
11,Post,Experimental,FES,3,23
11,Post,Experimental,FES,3,24
11,Post,Experimental,FES,4,25
11,Post,Experimental,FES,4,26
11,Post,Experimental,FES,3,27
11,Post,Experimental,FES,3,28
11,Post,Experimental,FES,5,29
11,Post,Experimental,FES,3,30
11,Post,Experimental,FES,3,31
11,Post,Experimental,FES,3,32
11,Post,Experimental,FES,3,33
11,Post,Experimental,FES,5,34
11,Post,Experimental,SCS,2,1
11,Post,Experimental,SCS,4,2
11,Post,Experimental,SCS,2,3
11,Post,Experimental,SCS,2,4
11,Post,Experimental,SCS,4,5
11,Post,Experimental,SCS,1,6
11,Post,Experimental,SCS,4,7
11,Post,Experimental,FPPS,3,1
11,Post,Experimental,FPPS,4,2
11,Post,Experimental,FPPS,4,3
11,Post,Experimental,FPPS,3,4
11,Post,Experimental,FPPS,4,5
11,Post,Experimental,FPPS,2,6
11,Post,Experimental,FPPS,4,7
11,Post,Experimental,FPPS,3,8
11,Post,Experimental,FPPS,3,9
11,Post,Experimental,FPPS,3,10
11,Post,Experimental,FPPS,4,11
11,Post,Experimental,FPPS,4,12
11,Post,Experimental,FPPS,4,13
11,Post,Experimental,FPPS,4,14
11,Post,Experimental,FPPS,4,15
11,Post,Experimental,FPPS,3,16
11,Post,Experimental,FPPS,3,17
11,Post,Experimental,FPPS,4,18
11,Post,Experimental,SEAS,4,1
11,Post,Experimental,SEAS,4,2
11,Post,Experimental,SEAS,4,3
11,Post,Experimental,SEAS,4,4
11,Post,Experimental,SEAS,4,5
11,Post,Experimental,SEAS,4,6
11,Post,Experimental,SEAS,4,7
11,Post,Experimental,SEAS,3,8
11,Post,Experimental,SEAS,3,9
11,Post,Experimental,SEAS,4,10
12,Post,Experimental,FACES,5,1
12,Post,Experimental,FACES,5,2
12,Post,Experimental,FACES,5,3
12,Post,Experimental,FACES,5,4
12,Post,Experimental,FACES,5,5
12,Post,Experimental,FACES,5,6
12,Post,Experimental,FACES,5,7
12,Post,Experimental,AKS,5,1
12,Post,Experimental,AKS,4,2
12,Post,Experimental,AKS,1,3
12,Post,Experimental,AKS,3,4
12,Post,Experimental,AKS,1,5
12,Post,Experimental,AKS,5,6
12,Post,Experimental,AKS,1,7
12,Post,Experimental,AKS,2,8
12,Post,Experimental,AKS,1,9
12,Post,Experimental,AKS,1,10
12,Post,Experimental,AKS,1,11
12,Post,Experimental,AKS,1,12
12,Post,Experimental,AKS,5,13
12,Post,Experimental,AKS,5,14
12,Post,Experimental,AKS,1,15
12,Post,Experimental,AKS,1,16
12,Post,Experimental,AKS,4,17
12,Post,Experimental,AKS,1,18
12,Post,Experimental,AKS,4,19
12,Post,Experimental,AKS,5,20
12,Post,Experimental,AKS,4,21
12,Post,Experimental,FES,4,1
12,Post,Experimental,FES,5,2
12,Post,Experimental,FES,5,3
12,Post,Experimental,FES,5,4
12,Post,Experimental,FES,5,5
12,Post,Experimental,FES,5,6
12,Post,Experimental,FES,5,7
12,Post,Experimental,FES,1,8
12,Post,Experimental,FES,5,9
12,Post,Experimental,FES,4,10
12,Post,Experimental,FES,5,11
12,Post,Experimental,FES,5,12
12,Post,Experimental,FES,5,13
12,Post,Experimental,FES,4,14
12,Post,Experimental,FES,5,15
12,Post,Experimental,FES,5,16
12,Post,Experimental,FES,5,17
12,Post,Experimental,FES,5,18
12,Post,Experimental,FES,5,19
12,Post,Experimental,FES,5,20
12,Post,Experimental,FES,4,21
12,Post,Experimental,FES,4,22
12,Post,Experimental,FES,5,23
12,Post,Experimental,FES,4,24
12,Post,Experimental,FES,5,25
12,Post,Experimental,FES,5,26
12,Post,Experimental,FES,5,27
12,Post,Experimental,FES,5,28
12,Post,Experimental,FES,5,29
12,Post,Experimental,FES,5,30
12,Post,Experimental,FES,5,31
12,Post,Experimental,FES,5,32
12,Post,Experimental,FES,5,33
12,Post,Experimental,FES,5,34
12,Post,Experimental,SCS,5,1
12,Post,Experimental,SCS,5,2
12,Post,Experimental,SCS,5,3
12,Post,Experimental,SCS,5,4
12,Post,Experimental,SCS,5,5
12,Post,Experimental,SCS,4,6
12,Post,Experimental,SCS,5,7
12,Post,Experimental,FPPS,4,1
12,Post,Experimental,FPPS,4,2
12,Post,Experimental,FPPS,4,3
12,Post,Experimental,FPPS,4,4
12,Post,Experimental,FPPS,4,5
12,Post,Experimental,FPPS,2,6
12,Post,Experimental,FPPS,4,7
12,Post,Experimental,FPPS,3,8
12,Post,Experimental,FPPS,3,9
12,Post,Experimental,FPPS,3,10
12,Post,Experimental,FPPS,5,11
12,Post,Experimental,FPPS,5,12
12,Post,Experimental,FPPS,5,13
12,Post,Experimental,FPPS,4,14
12,Post,Experimental,FPPS,3,15
12,Post,Experimental,FPPS,3,16
12,Post,Experimental,FPPS,3,17
12,Post,Experimental,FPPS,4,18
12,Post,Experimental,SEAS,4,1
12,Post,Experimental,SEAS,4,2
12,Post,Experimental,SEAS,4,3
12,Post,Experimental,SEAS,4,4
12,Post,Experimental,SEAS,4,5
12,Post,Experimental,SEAS,4,6
12,Post,Experimental,SEAS,5,7
12,Post,Experimental,SEAS,3,8
12,Post,Experimental,SEAS,5,9
12,Post,Experimental,SEAS,3,10
13,Post,Control,FACES,4,1
13,Post,Control,FACES,5,2
13,Post,Control,FACES,5,3
13,Post,Control,FACES,5,4
13,Post,Control,FACES,5,5
13,Post,Control,FACES,4,6
13,Post,Control,FACES,5,7
13,Post,Control,AKS,4,1
13,Post,Control,AKS,1,2
13,Post,Control,AKS,1,3
13,Post,Control,AKS,5,4
13,Post,Control,AKS,1,5
13,Post,Control,AKS,4,6
13,Post,Control,AKS,1,7
13,Post,Control,AKS,4,8
13,Post,Control,AKS,1,9
13,Post,Control,AKS,1,10
13,Post,Control,AKS,2,11
13,Post,Control,AKS,4,12
13,Post,Control,AKS,4,13
13,Post,Control,AKS,4,14
13,Post,Control,AKS,4,15
13,Post,Control,AKS,1,16
13,Post,Control,AKS,3,17
13,Post,Control,AKS,3,18
13,Post,Control,AKS,2,19
13,Post,Control,AKS,4,20
13,Post,Control,AKS,4,21
13,Post,Control,FES,5,1
13,Post,Control,FES,4,2
13,Post,Control,FES,5,3
13,Post,Control,FES,5,4
13,Post,Control,FES,4,5
13,Post,Control,FES,5,6
13,Post,Control,FES,4,7
13,Post,Control,FES,3,8
13,Post,Control,FES,4,9
13,Post,Control,FES,4,10
13,Post,Control,FES,4,11
13,Post,Control,FES,5,12
13,Post,Control,FES,5,13
13,Post,Control,FES,3,14
13,Post,Control,FES,4,15
13,Post,Control,FES,5,16
13,Post,Control,FES,5,17
13,Post,Control,FES,5,18
13,Post,Control,FES,5,19
13,Post,Control,FES,3,20
13,Post,Control,FES,4,21
13,Post,Control,FES,3,22
13,Post,Control,FES,5,23
13,Post,Control,FES,4,24
13,Post,Control,FES,5,25
13,Post,Control,FES,5,26
13,Post,Control,FES,5,27
13,Post,Control,FES,5,28
13,Post,Control,FES,4,29
13,Post,Control,FES,4,30
13,Post,Control,FES,5,31
13,Post,Control,FES,5,32
13,Post,Control,FES,4,33
13,Post,Control,FES,4,34
13,Post,Control,SCS,4,1
13,Post,Control,SCS,3,2
13,Post,Control,SCS,4,3
13,Post,Control,SCS,3,4
13,Post,Control,SCS,5,5
13,Post,Control,SCS,4,6
13,Post,Control,SCS,4,7
13,Post,Control,FPPS,3,1
13,Post,Control,FPPS,4,2
13,Post,Control,FPPS,4,3
13,Post,Control,FPPS,3,4
13,Post,Control,FPPS,3,5
13,Post,Control,FPPS,4,6
13,Post,Control,FPPS,4,7
13,Post,Control,FPPS,4,8
13,Post,Control,FPPS,4,9
13,Post,Control,FPPS,4,10
13,Post,Control,FPPS,4,11
13,Post,Control,FPPS,3,12
13,Post,Control,FPPS,4,13
13,Post,Control,FPPS,4,14
13,Post,Control,FPPS,4,15
13,Post,Control,FPPS,4,16
13,Post,Control,FPPS,3,17
13,Post,Control,FPPS,4,18
13,Post,Control,SEAS,4,1
13,Post,Control,SEAS,4,2
13,Post,Control,SEAS,4,3
13,Post,Control,SEAS,4,4
13,Post,Control,SEAS,4,5
13,Post,Control,SEAS,5,6
13,Post,Control,SEAS,5,7
13,Post,Control,SEAS,5,8
13,Post,Control,SEAS,5,9
13,Post,Control,SEAS,5,10
14,Post,Control,FACES,5,1
14,Post,Control,FACES,5,2
14,Post,Control,FACES,5,3
14,Post,Control,FACES,5,4
14,Post,Control,FACES,4,5
14,Post,Control,FACES,4,6
14,Post,Control,FACES,3.8,7
14,Post,Control,AKS,5,1
14,Post,Control,AKS,1,2
14,Post,Control,AKS,1,3
14,Post,Control,AKS,5,4
14,Post,Control,AKS,1,5
14,Post,Control,AKS,4,6
14,Post,Control,AKS,1,7
14,Post,Control,AKS,5,8
14,Post,Control,AKS,1,9
14,Post,Control,AKS,3,10
14,Post,Control,AKS,1,11
14,Post,Control,AKS,4,12
14,Post,Control,AKS,5,13
14,Post,Control,AKS,4,14
14,Post,Control,AKS,2,15
14,Post,Control,AKS,2,16
14,Post,Control,AKS,4,17
14,Post,Control,AKS,1,18
14,Post,Control,AKS,1,19
14,Post,Control,AKS,3,20
14,Post,Control,AKS,3,21
14,Post,Control,FES,5,1
14,Post,Control,FES,4,2
14,Post,Control,FES,5,3
14,Post,Control,FES,5,4
14,Post,Control,FES,5,5
14,Post,Control,FES,5,6
14,Post,Control,FES,5,7
14,Post,Control,FES,2,8
14,Post,Control,FES,5,9
14,Post,Control,FES,5,10
14,Post,Control,FES,5,11
14,Post,Control,FES,5,12
14,Post,Control,FES,5,13
14,Post,Control,FES,5,14
14,Post,Control,FES,5,15
14,Post,Control,FES,5,16
14,Post,Control,FES,5,17
14,Post,Control,FES,5,18
14,Post,Control,FES,5,19
14,Post,Control,FES,5,20
14,Post,Control,FES,5,21
14,Post,Control,FES,5,22
14,Post,Control,FES,5,23
14,Post,Control,FES,4,24
14,Post,Control,FES,5,25
14,Post,Control,FES,4,26
14,Post,Control,FES,5,27
14,Post,Control,FES,5,28
14,Post,Control,FES,5,29
14,Post,Control,FES,5,30
14,Post,Control,FES,5,31
14,Post,Control,FES,4,32
14,Post,Control,FES,5,33
14,Post,Control,FES,5,34
14,Post,Control,SCS,5,1
14,Post,Control,SCS,5,2
14,Post,Control,SCS,5,3
14,Post,Control,SCS,4,4
14,Post,Control,SCS,5,5
14,Post,Control,SCS,2,6
14,Post,Control,SCS,3,7
14,Post,Control,FPPS,2,1
14,Post,Control,FPPS,3,2
14,Post,Control,FPPS,2,3
14,Post,Control,FPPS,3,4
14,Post,Control,FPPS,2,5
14,Post,Control,FPPS,3,6
14,Post,Control,FPPS,4,7
14,Post,Control,FPPS,2,8
14,Post,Control,FPPS,2,9
14,Post,Control,FPPS,2,10
14,Post,Control,FPPS,3,11
14,Post,Control,FPPS,4,12
14,Post,Control,FPPS,3,13
14,Post,Control,FPPS,3,14
14,Post,Control,FPPS,3,15
14,Post,Control,FPPS,2,16
14,Post,Control,FPPS,2,17
14,Post,Control,FPPS,4,18
14,Post,Control,SEAS,4,1
14,Post,Control,SEAS,4,2
14,Post,Control,SEAS,4,3
14,Post,Control,SEAS,5,4
14,Post,Control,SEAS,5,5
14,Post,Control,SEAS,4,6
14,Post,Control,SEAS,5,7
14,Post,Control,SEAS,3,8
14,Post,Control,SEAS,5,9
14,Post,Control,SEAS,5,10
15,Post,Control,FACES,2,1
15,Post,Control,FACES,4,2
15,Post,Control,FACES,4,3
15,Post,Control,FACES,4,4
15,Post,Control,FACES,3,5
15,Post,Control,FACES,4,6
15,Post,Control,FACES,4,7
15,Post,Control,AKS,4,1
15,Post,Control,AKS,1,2
15,Post,Control,AKS,1,3
15,Post,Control,AKS,5,4
15,Post,Control,AKS,1,5
15,Post,Control,AKS,4,6
15,Post,Control,AKS,3,7
15,Post,Control,AKS,4,8
15,Post,Control,AKS,1,9
15,Post,Control,AKS,1,10
15,Post,Control,AKS,1,11
15,Post,Control,AKS,5,12
15,Post,Control,AKS,3,13
15,Post,Control,AKS,1,14
15,Post,Control,AKS,3,15
15,Post,Control,AKS,3,16
15,Post,Control,AKS,3,17
15,Post,Control,AKS,3,18
15,Post,Control,AKS,3,19
15,Post,Control,AKS,4,20
15,Post,Control,AKS,4,21
15,Post,Control,FES,5,1
15,Post,Control,FES,4,2
15,Post,Control,FES,4,3
15,Post,Control,FES,4,4
15,Post,Control,FES,2,5
15,Post,Control,FES,4,6
15,Post,Control,FES,4,7
15,Post,Control,FES,1,8
15,Post,Control,FES,3,9
15,Post,Control,FES,1,10
15,Post,Control,FES,3,11
15,Post,Control,FES,4,12
15,Post,Control,FES,3,13
15,Post,Control,FES,3,14
15,Post,Control,FES,3,15
15,Post,Control,FES,3,16
15,Post,Control,FES,3,17
15,Post,Control,FES,5,18
15,Post,Control,FES,4,19
15,Post,Control,FES,3,20
15,Post,Control,FES,3,21
15,Post,Control,FES,1,22
15,Post,Control,FES,3,23
15,Post,Control,FES,3,24
15,Post,Control,FES,5,25
15,Post,Control,FES,3,26
15,Post,Control,FES,5,27
15,Post,Control,FES,5,28
15,Post,Control,FES,4,29
15,Post,Control,FES,3,30
15,Post,Control,FES,3,31
15,Post,Control,FES,4,32
15,Post,Control,FES,3,33
15,Post,Control,FES,5,34
15,Post,Control,SCS,5,1
15,Post,Control,SCS,5,2
15,Post,Control,SCS,5,3
15,Post,Control,SCS,5,4
15,Post,Control,SCS,5,5
15,Post,Control,SCS,5,6
15,Post,Control,SCS,5,7
15,Post,Control,FPPS,2,1
15,Post,Control,FPPS,1,2
15,Post,Control,FPPS,1,3
15,Post,Control,FPPS,5,4
15,Post,Control,FPPS,5,5
15,Post,Control,FPPS,3,6
15,Post,Control,FPPS,4,7
15,Post,Control,FPPS,2,8
15,Post,Control,FPPS,3,9
15,Post,Control,FPPS,3,10
15,Post,Control,FPPS,3,11
15,Post,Control,FPPS,3,12
15,Post,Control,FPPS,4,13
15,Post,Control,FPPS,4,14
15,Post,Control,FPPS,3,15
15,Post,Control,FPPS,3,16
15,Post,Control,FPPS,3,17
15,Post,Control,FPPS,4,18
15,Post,Control,SEAS,1,1
15,Post,Control,SEAS,2,2
15,Post,Control,SEAS,2,3
15,Post,Control,SEAS,2,4
15,Post,Control,SEAS,2,5
15,Post,Control,SEAS,4,6
15,Post,Control,SEAS,3,7
15,Post,Control,SEAS,3,8
15,Post,Control,SEAS,3,9
15,Post,Control,SEAS,3,10
17,Post,Control,FACES,2,1
17,Post,Control,FACES,4,2
17,Post,Control,FACES,2,3
17,Post,Control,FACES,4,4
17,Post,Control,FACES,4,5
17,Post,Control,FACES,4,6
17,Post,Control,FACES,3,7
17,Post,Control,AKS,4,1
17,Post,Control,AKS,2,2
17,Post,Control,AKS,2,3
17,Post,Control,AKS,5,4
17,Post,Control,AKS,1,5
17,Post,Control,AKS,2,6
17,Post,Control,AKS,2,7
17,Post,Control,AKS,4,8
17,Post,Control,AKS,2,9
17,Post,Control,AKS,1,10
17,Post,Control,AKS,2,11
17,Post,Control,AKS,4,12
17,Post,Control,AKS,4,13
17,Post,Control,AKS,1,14
17,Post,Control,AKS,4,15
17,Post,Control,AKS,1,16
17,Post,Control,AKS,4,17
17,Post,Control,AKS,3,18
17,Post,Control,AKS,4,19
17,Post,Control,AKS,4,20
17,Post,Control,AKS,4,21
17,Post,Control,FES,5,1
17,Post,Control,FES,4,2
17,Post,Control,FES,4,3
17,Post,Control,FES,4,4
17,Post,Control,FES,2,5
17,Post,Control,FES,3,6
17,Post,Control,FES,2,7
17,Post,Control,FES,1,8
17,Post,Control,FES,3,9
17,Post,Control,FES,2,10
17,Post,Control,FES,3,11
17,Post,Control,FES,4,12
17,Post,Control,FES,3,13
17,Post,Control,FES,3,14
17,Post,Control,FES,2,15
17,Post,Control,FES,3,16
17,Post,Control,FES,2,17
17,Post,Control,FES,4,18
17,Post,Control,FES,3,19
17,Post,Control,FES,2,20
17,Post,Control,FES,4,21
17,Post,Control,FES,1,22
17,Post,Control,FES,3,23
17,Post,Control,FES,3,24
17,Post,Control,FES,3,25
17,Post,Control,FES,3,26
17,Post,Control,FES,2,27
17,Post,Control,FES,2,28
17,Post,Control,FES,3,29
17,Post,Control,FES,3,30
17,Post,Control,FES,4,31
17,Post,Control,FES,4,32
17,Post,Control,FES,4,33
17,Post,Control,FES,4,34
17,Post,Control,SCS,2,1
17,Post,Control,SCS,2,2
17,Post,Control,SCS,2,3
17,Post,Control,SCS,2,4
17,Post,Control,SCS,5,5
17,Post,Control,SCS,1,6
17,Post,Control,SCS,2,7
17,Post,Control,FPPS,4,1
17,Post,Control,FPPS,4,2
17,Post,Control,FPPS,4,3
17,Post,Control,FPPS,4,4
17,Post,Control,FPPS,4,5
17,Post,Control,FPPS,4,6
17,Post,Control,FPPS,4,7
17,Post,Control,FPPS,4,8
17,Post,Control,FPPS,4,9
17,Post,Control,FPPS,4,10
17,Post,Control,FPPS,5,11
17,Post,Control,FPPS,4,12
17,Post,Control,FPPS,5,13
17,Post,Control,FPPS,5,14
17,Post,Control,FPPS,3,15
17,Post,Control,FPPS,4,16
17,Post,Control,FPPS,4,17
17,Post,Control,FPPS,4,18
17,Post,Control,SEAS,2,1
17,Post,Control,SEAS,2,2
17,Post,Control,SEAS,2,3
17,Post,Control,SEAS,2,4
17,Post,Control,SEAS,3,5
17,Post,Control,SEAS,4,6
17,Post,Control,SEAS,3,7
17,Post,Control,SEAS,4,8
17,Post,Control,SEAS,4,9
17,Post,Control,SEAS,2,10
18,Post,Control,FACES,2,1
18,Post,Control,FACES,1,2
18,Post,Control,FACES,2,3
18,Post,Control,FACES,2,4
18,Post,Control,FACES,2,5
18,Post,Control,FACES,2,6
18,Post,Control,FACES,3,7
18,Post,Control,AKS,5,1
18,Post,Control,AKS,1,2
18,Post,Control,AKS,1,3
18,Post,Control,AKS,5,4
18,Post,Control,AKS,1,5
18,Post,Control,AKS,3,6
18,Post,Control,AKS,3,7
18,Post,Control,AKS,5,8
18,Post,Control,AKS,1,9
18,Post,Control,AKS,3,10
18,Post,Control,AKS,1,11
18,Post,Control,AKS,4,12
18,Post,Control,AKS,3,13
18,Post,Control,AKS,1,14
18,Post,Control,AKS,4,15
18,Post,Control,AKS,1,16
18,Post,Control,AKS,3,17
18,Post,Control,AKS,1,18
18,Post,Control,AKS,3,19
18,Post,Control,AKS,3,20
18,Post,Control,AKS,3,21
18,Post,Control,FES,5,1
18,Post,Control,FES,3,2
18,Post,Control,FES,5,3
18,Post,Control,FES,4,4
18,Post,Control,FES,2,5
18,Post,Control,FES,3,6
18,Post,Control,FES,3,7
18,Post,Control,FES,1,8
18,Post,Control,FES,1,9
18,Post,Control,FES,1,10
18,Post,Control,FES,3,11
18,Post,Control,FES,3,12
18,Post,Control,FES,3,13
18,Post,Control,FES,3,14
18,Post,Control,FES,3,15
18,Post,Control,FES,3,16
18,Post,Control,FES,4,17
18,Post,Control,FES,5,18
18,Post,Control,FES,3,19
18,Post,Control,FES,2,20
18,Post,Control,FES,3,21
18,Post,Control,FES,2,22
18,Post,Control,FES,3,23
18,Post,Control,FES,2,24
18,Post,Control,FES,3,25
18,Post,Control,FES,1,26
18,Post,Control,FES,3,27
18,Post,Control,FES,3,28
18,Post,Control,FES,3,29
18,Post,Control,FES,2,30
18,Post,Control,FES,3,31
18,Post,Control,FES,4,32
18,Post,Control,FES,3,33
18,Post,Control,FES,2,34
18,Post,Control,SEAS,2,1
18,Post,Control,SEAS,2,2
18,Post,Control,SEAS,3,3
18,Post,Control,SEAS,3,4
18,Post,Control,SEAS,3,5
18,Post,Control,SEAS,4,6
18,Post,Control,SEAS,2,7
18,Post,Control,SEAS,3,8
18,Post,Control,SEAS,3,9
18,Post,Control,SEAS,2,10
19,Post,Control,FACES,5,1
19,Post,Control,FACES,3.8,2
19,Post,Control,FACES,4,3
19,Post,Control,FACES,3,4
19,Post,Control,FACES,3,5
19,Post,Control,FACES,4,6
19,Post,Control,FACES,4,7
19,Post,Control,AKS,5,1
19,Post,Control,AKS,2,2
19,Post,Control,AKS,1,3
19,Post,Control,AKS,5,4
19,Post,Control,AKS,1,5
19,Post,Control,AKS,4,6
19,Post,Control,AKS,1,7
19,Post,Control,AKS,4,8
19,Post,Control,AKS,1,9
19,Post,Control,AKS,1,10
19,Post,Control,AKS,2,11
19,Post,Control,AKS,4,12
19,Post,Control,AKS,5,13
19,Post,Control,AKS,3,14
19,Post,Control,AKS,1,15
19,Post,Control,AKS,1,16
19,Post,Control,AKS,4,17
19,Post,Control,AKS,1,18
19,Post,Control,AKS,1,19
19,Post,Control,AKS,4,20
19,Post,Control,AKS,5,21
19,Post,Control,FES,5,1
19,Post,Control,FES,4,2
19,Post,Control,FES,4,3
19,Post,Control,FES,5,4
19,Post,Control,FES,5,5
19,Post,Control,FES,5,6
19,Post,Control,FES,4,7
19,Post,Control,FES,4,8
19,Post,Control,FES,4,9
19,Post,Control,FES,5,10
19,Post,Control,FES,4,11
19,Post,Control,FES,5,12
19,Post,Control,FES,5,13
19,Post,Control,FES,5,14
19,Post,Control,FES,5,15
19,Post,Control,FES,4,16
19,Post,Control,FES,4,17
19,Post,Control,FES,5,18
19,Post,Control,FES,5,19
19,Post,Control,FES,4,20
19,Post,Control,FES,4,21
19,Post,Control,FES,3,22
19,Post,Control,FES,4,23
19,Post,Control,FES,5,24
19,Post,Control,FES,5,25
19,Post,Control,FES,4,26
19,Post,Control,FES,5,27
19,Post,Control,FES,5,28
19,Post,Control,FES,5,29
19,Post,Control,FES,5,30
19,Post,Control,FES,4,31
19,Post,Control,FES,5,32
19,Post,Control,FES,5,33
19,Post,Control,FES,5,34
19,Post,Control,SEAS,5,1
19,Post,Control,SEAS,5,2
19,Post,Control,SEAS,5,3
19,Post,Control,SEAS,5,4
19,Post,Control,SEAS,5,5
19,Post,Control,SEAS,5,6
19,Post,Control,SEAS,4,7
19,Post,Control,SEAS,4,8
19,Post,Control,SEAS,5,9
19,Post,Control,SEAS,4,10
